"index","collection","packageId","granuleId","title","detailsLink","pdfLink","pdfSize","htmlLink","htmlSize","xmlLink","xmlSize","otherLink1","other1Size","otherLink2","other2Size","teaser","historical","publishdate"
"61","Congressional Hearings","CHRG-119shrg59424","CHRG-119shrg59424","Perspectives from the Field: Farmer and Rancher Views on the Agricultural Economy, Part 2","https://www.govinfo.gov/app/details/CHRG-119shrg59424/CHRG-119shrg59424","https://www.govinfo.gov/content/pkg/CHRG-119shrg59424/pdf/CHRG-119shrg59424.pdf","53.2 MB","https://www.govinfo.gov/content/pkg/CHRG-119shrg59424/html/CHRG-119shrg59424.htm","167.2 KB","","0 B","","0 B","","0 B",", NUTRITION, AND FORESTRY UNITED STATES SENATE ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION February 26, 2025 Printed for the use of the Committee on Agriculture, Nutrition, and Forestry [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available on http://www.govinfo.gov/ U.S. GOVERNMENT PUBLISHING OFFICE 59-424 PDF WASHINGTON : 2025 COMMITTEE ON ...","","2025-02-26"
"62","Congressional Hearings","CHRG-119shrg60184","CHRG-119shrg60184","Combating the Opioid Epidemic","https://www.govinfo.gov/app/details/CHRG-119shrg60184/CHRG-119shrg60184","https://www.govinfo.gov/content/pkg/CHRG-119shrg60184/pdf/CHRG-119shrg60184.pdf","4.3 MB","https://www.govinfo.gov/content/pkg/CHRG-119shrg60184/html/CHRG-119shrg60184.htm","194.7 KB","","0 B","","0 B","","0 B"," SESSION WASHINGTON, DC FEBRUARY 26, 2025 Serial No. 119-04 Printed for the use of the Special Committee on Aging [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 60-184 PDF WASHINGTON : 2025 SPECIAL COMMITTEE ON AGING RICK SCOTT, Florida, Chairman DAVE McCORMICK, ...","","2025-02-26"
"63","Congressional Hearings","CHRG-119hhrg58806","CHRG-119hhrg58806","The War on Waste: Stamping Out the Scourge of Improper Payments and Fraud","https://www.govinfo.gov/app/details/CHRG-119hhrg58806/CHRG-119hhrg58806","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58806/pdf/CHRG-119hhrg58806.pdf","220.1 KB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58806/html/CHRG-119hhrg58806.htm","121.4 KB","","0 B","","0 B","","0 B"," COMMITTEE ON OVERSIGHT AND GOVERNMENT REFORM U.S. HOUSE OF REPRESENTATIVES ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION FEBRUARY 12, 2025 Serial No. 119-5 Printed for the use of the Committee on Oversight and Government Reform [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available on: govinfo.gov oversight.house.gov or docs.house.gov U.S. GOVERNMENT ...","","2025-02-12"
"64","Congressional Hearings","CHRG-119shrg59492","CHRG-119shrg59492","Nomination of Lori M. Chavez-Deremer to Serve as Secretary of Labor","https://www.govinfo.gov/app/details/CHRG-119shrg59492/CHRG-119shrg59492","https://www.govinfo.gov/content/pkg/CHRG-119shrg59492/pdf/CHRG-119shrg59492.pdf","325.0 KB","https://www.govinfo.gov/content/pkg/CHRG-119shrg59492/html/CHRG-119shrg59492.htm","281.9 KB","","0 B","","0 B","","0 B"," UNITED STATES SENATE ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION ON EXAMINING THE NOMINATION OF LORI CHAVEZ-DEREMER, OF OREGON, TO BE SECRETARY OF LABOR FEBRUARY 19, 2025 Printed for the use of the Committee on Health, Education, Labor, and Pensions [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ...","","2025-02-19"
"65","Congressional Hearings","CHRG-119shrg59857","CHRG-119shrg59857","Improving the Federal Environmental Review and Permitting Process","https://www.govinfo.gov/app/details/CHRG-119shrg59857/CHRG-119shrg59857","https://www.govinfo.gov/content/pkg/CHRG-119shrg59857/pdf/CHRG-119shrg59857.pdf","569.5 MB","https://www.govinfo.gov/content/pkg/CHRG-119shrg59857/html/CHRG-119shrg59857.htm","116.6 KB","","0 B","","0 B","","0 B"," SENATE ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION FEBRUARY 19, 2025 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 59-857 PDF WASHINGTON : 2025 COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS ONE ...","","2025-02-19"
"66","Congressional Hearings","CHRG-119hhrg58430","CHRG-119hhrg58430","Restoring Immigration Enforcement in America","https://www.govinfo.gov/app/details/CHRG-119hhrg58430/CHRG-119hhrg58430","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58430/pdf/CHRG-119hhrg58430.pdf","31.9 MB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58430/html/CHRG-119hhrg58430.htm","169.8 KB","","0 B","","0 B","","0 B"," U.S. HOUSE OF REPRESENTATIVES ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION WEDNESDAY, JANUARY 22, 2025 Serial No. 119-1 Printed for the use of the Committee on the Judiciary [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via: http://judiciary.house.gov ------ U.S. GOVERNMENT PUBLISHING OFFICE 58-430 WASHINGTON : 2025 COMMITTEE ON THE ...","","2025-01-22"
"67","Congressional Hearings","CHRG-119shrg60007","CHRG-119shrg60007","Nomination of William Briggs to Be Deputy Administrator of the Small Business Administration and Dr.Casey Mulligan to Be Chief Counsel for Advocacy at the Small Business Administration","https://www.govinfo.gov/app/details/CHRG-119shrg60007/CHRG-119shrg60007","https://www.govinfo.gov/content/pkg/CHRG-119shrg60007/pdf/CHRG-119shrg60007.pdf","20.4 MB","https://www.govinfo.gov/content/pkg/CHRG-119shrg60007/html/CHRG-119shrg60007.htm","73.2 KB","","0 B","","0 B","","0 B"," FOR ADVOCACY AT THE SMALL BUSINESS ADMINISTRATION HEARING BEFORE THE COMMITTEE ON SMALL BUSINESS AND ENTREPRENEURSHIP OF THE UNITED STATES SENATE ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION MARCH 12, 2025 Printed for the use of the Committee on Small Business and Entrepreneurship [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World ...","","2025-03-12"
"68","Congressional Hearings","CHRG-119hhrg59845","CHRG-119hhrg59845","Anti-American Airwaves: Holding the Heads of NPR and Pbs Accountable","https://www.govinfo.gov/app/details/CHRG-119hhrg59845/CHRG-119hhrg59845","https://www.govinfo.gov/content/pkg/CHRG-119hhrg59845/pdf/CHRG-119hhrg59845.pdf","247.1 KB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg59845/html/CHRG-119hhrg59845.htm","151.8 KB","","0 B","","0 B","","0 B"," ON OVERSIGHT AND GOVERNMENT REFORM U.S. HOUSE OF REPRESENTATIVES ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION MARCH 26, 2025 Serial No. 119-14 Printed for the use of the Committee on Oversight and Government Reform [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available on: govinfo.gov oversight.house.gov or docs.house.gov ______ U.S. GOVERNMENT ...","","2025-03-26"
"69","Congressional Hearings","CHRG-119shrg59971","CHRG-119shrg59971","Optimizing Longevity: From Research to Action","https://www.govinfo.gov/app/details/CHRG-119shrg59971/CHRG-119shrg59971","https://www.govinfo.gov/content/pkg/CHRG-119shrg59971/pdf/CHRG-119shrg59971.pdf","258.8 KB","https://www.govinfo.gov/content/pkg/CHRG-119shrg59971/html/CHRG-119shrg59971.htm","159.0 KB","","0 B","","0 B","","0 B"," CONGRESS FIRST SESSION WASHINGTON, DC FEBRUARY 12, 2025 Serial No. 119-03 Printed for the use of the Special Committee on Aging [GRAPHICS NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 59-971 PDF WASHINGTON : 2025 SPECIAL COMMITTEE ON AGING RICK SCOTT, Florida, Chairman ...","","2025-02-12"
"70","Congressional Hearings","CHRG-119shrg58373","CHRG-119shrg58373","The Nomination of the Honorable Russell T. Vought, of Virginia, to Be Director of the Office of Management and Budget","https://www.govinfo.gov/app/details/CHRG-119shrg58373/CHRG-119shrg58373","https://www.govinfo.gov/content/pkg/CHRG-119shrg58373/pdf/CHRG-119shrg58373.pdf","30.2 MB","https://www.govinfo.gov/content/pkg/CHRG-119shrg58373/html/CHRG-119shrg58373.htm","141.0 KB","","0 B","","0 B","","0 B"," ON THE BUDGET UNITED STATES SENATE ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION January 22, 2025--HEARING ON THE NOMINATION OF THE HONORABLE RUSSELL T. VOUGHT, OF VIRGINIA, TO BE DIRECTOR OF THE OFFICE OF MANAGEMENT AND BUDGET January 30, 2025--EXECUTIVE BUSINESS MEETING ON THE NOMINATION OF THE HONORABLE RUSSELL T. VOUGHT, OF VIRGINIA, TO...","","2025-01-22"
"71","Congressional Hearings","CHRG-119hhrg59602","CHRG-119hhrg59602","Leveraging Technology to Strengthen Immigration Enforcement","https://www.govinfo.gov/app/details/CHRG-119hhrg59602/CHRG-119hhrg59602","https://www.govinfo.gov/content/pkg/CHRG-119hhrg59602/pdf/CHRG-119hhrg59602.pdf","197.3 KB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg59602/html/CHRG-119hhrg59602.htm","88.3 KB","","0 B","","0 B","","0 B","INNOVATION of the COMMITTEE ON OVERSIGHT AND GOVERNMENT REFORM U.S. HOUSE OF REPRESENTATIVES ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION MARCH 4, 2025 Serial No. 119-10 Printed for the use of the Committee on Oversight and Government Reform [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available on: govinfo.gov oversight.house.gov or docs.house.gov _...","","2025-03-04"
"72","Congressional Hearings","CHRG-119hhrg59603","CHRG-119hhrg59603","A Hearing with Sanctuary City Mayors","https://www.govinfo.gov/app/details/CHRG-119hhrg59603/CHRG-119hhrg59603","https://www.govinfo.gov/content/pkg/CHRG-119hhrg59603/pdf/CHRG-119hhrg59603.pdf","394.4 KB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg59603/html/CHRG-119hhrg59603.htm","343.0 KB","","0 B","","0 B","","0 B"," CONGRESS FIRST SESSION MARCH 5, 2025 Serial No. 119-11 Printed for the use of the Committee on Oversight and Government Reform GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT Available on: govinfo.gov, oversight.house.gov or docs.house.gov _______ U.S. GOVERNMENT PUBLISHING OFFICE 59-603 PDF WASHINGTON : 2025 COMMITTEE ON OVERSIGHT AND GOVERNMENT ...","","2025-03-05"
"73","Congressional Hearings","CHRG-119hhrg58471","CHRG-119hhrg58471","Organizational Meeting","https://www.govinfo.gov/app/details/CHRG-119hhrg58471/CHRG-119hhrg58471","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58471/pdf/CHRG-119hhrg58471.pdf","955.1 KB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58471/html/CHRG-119hhrg58471.htm","2.0 KB","","0 B","","0 B","","0 B"," REPRESENTATIVES ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION Wednesday, January 22, 2025 Serial No. 119–1 Printed for the use of the Committee on Natural Resources ( Available via the World Wide Web: http://www.govinfo.gov or Committee address: http://naturalresources.house.gov (II) COMMITTEE ON NATURAL RESOURCES BRUCE WESTERMAN, AR, Chairman ...","","2025-01-22"
"74","Congressional Hearings","CHRG-119hhrg59818","CHRG-119hhrg59818","Fueling America's Future: How Investment Empowers Small-Business Growth","https://www.govinfo.gov/app/details/CHRG-119hhrg59818/CHRG-119hhrg59818","https://www.govinfo.gov/content/pkg/CHRG-119hhrg59818/pdf/CHRG-119hhrg59818.pdf","8.9 MB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg59818/html/CHRG-119hhrg59818.htm","122.1 KB","","0 B","","0 B","","0 B"," ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION HEARING HELD APRIL 2, 2025 [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Small Business Committee Document Number 119-007 Available via the GPO Website: www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 59-818 WASHINGTON : 2025 HOUSE COMMITTEE ON SMALL BUSINESS ROGER WILLIAMS, Texas, Chairman PETE ...","","2025-04-02"
"75","Congressional Hearings","CHRG-119hhrg58998","CHRG-119hhrg58998","The Government Accountability Office's 2025 High Risk List","https://www.govinfo.gov/app/details/CHRG-119hhrg58998/CHRG-119hhrg58998","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58998/pdf/CHRG-119hhrg58998.pdf","272.8 KB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58998/html/CHRG-119hhrg58998.htm","189.9 KB","","0 B","","0 B","","0 B"," ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION FEBRUARY 25, 2025 Serial No. 119-7 Printed for the use of the Committee on Oversight and Government Reform [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available on: govinfo.gov, oversight.house.gov or docs.house.gov U.S. GOVERNMENT PUBLISHING OFFICE 58-998 PDF WASHINGTON : 2025 COMMITTEE ON OVERSIGHT AND...","","2025-02-25"
"76","Congressional Hearings","CHRG-119shrg59496","CHRG-119shrg59496","To Review H.R. 471, the Fix Our Forests Act, and Options to Reduce Catastrophic Wildfire","https://www.govinfo.gov/app/details/CHRG-119shrg59496/CHRG-119shrg59496","https://www.govinfo.gov/content/pkg/CHRG-119shrg59496/pdf/CHRG-119shrg59496.pdf","46.1 MB","https://www.govinfo.gov/content/pkg/CHRG-119shrg59496/html/CHRG-119shrg59496.htm","106.3 KB","","0 B","","0 B","","0 B",", FORESTRY, NATURAL RESOURCES, AND BIOTECHNOLOGY OF THE COMMITTEE ON AGRICULTURE, NUTRITION, AND FORESTRY UNITED STATES SENATE ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION March 6, 2025 Printed for the use of the Committee on Agriculture, Nutrition, and Forestry [GRAPHICS NOT AVAILABLE IN TIFF FORMAT] Available on http://www.govinfo.gov/ U.S. ...","","2025-03-06"
"77","Congressional Hearings","CHRG-119hhrg58472","CHRG-119hhrg58472","Legislative Hearing","https://www.govinfo.gov/app/details/CHRG-119hhrg58472/CHRG-119hhrg58472","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58472/pdf/CHRG-119hhrg58472.pdf","418.4 KB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58472/html/CHRG-119hhrg58472.htm","200.7 KB","","0 B","","0 B","","0 B","FISHERIES of the COMMITTEE ON NATURAL RESOURCES U.S. HOUSE OF REPRESENTATIVES ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION Thursday, January 23, 2025 Serial No. 119-2 Printed for the use of the Committee on Natural Resources [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov or Committee address: ...","","2025-01-23"
"78","Congressional Hearings","CHRG-119hhrg58900","CHRG-119hhrg58900","The Censorship-Industrial Complex","https://www.govinfo.gov/app/details/CHRG-119hhrg58900/CHRG-119hhrg58900","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58900/pdf/CHRG-119hhrg58900.pdf","12.5 MB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58900/html/CHRG-119hhrg58900.htm","280.4 KB","","0 B","","0 B","","0 B"," WEDNESDAY, FEBRUARY 12, 2025 Serial No. 119-4 Printed for the use of the Committee on the Judiciary GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT Available via: http://judiciary.house.gov _______ U.S. GOVERNMENT PUBLISHING OFFICE 58-900 WASHINGTON : 2025 COMMITTEE ON THE JUDICIARY JIM JORDAN, Ohio, Chair DARRELL ISSA, California JAMIE RASKIN, ...","","2025-02-12"
"79","Congressional Hearings","CHRG-119hhrg60761","CHRG-119hhrg60761","The Cftc at 50: Examining the past and Future of Commodity Markets","https://www.govinfo.gov/app/details/CHRG-119hhrg60761/CHRG-119hhrg60761","https://www.govinfo.gov/content/pkg/CHRG-119hhrg60761/pdf/CHRG-119hhrg60761.pdf","2.5 MB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg60761/html/CHRG-119hhrg60761.htm","930.8 KB","","0 B","","0 B","","0 B"," CONGRESS FIRST SESSION MARCH 25, 2025 Serial No. 119-3 [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Agriculture agriculture.house.gov U.S. GOVERNMENT PUBLISHING OFFICE 60-761 PDF WASHINGTON : 2025 COMMITTEE ON AGRICULTURE GLENN THOMPSON, Pennsylvania, Chairman FRANK D. LUCAS, Oklahoma ANGIE CRAIG, ...","","2025-03-25"
"80","Congressional Hearings","CHRG-119hhrg59876","CHRG-119hhrg59876","H.R. 276, H.R. 845, H.R. 1897, AND H.R. 1917","https://www.govinfo.gov/app/details/CHRG-119hhrg59876/CHRG-119hhrg59876","https://www.govinfo.gov/content/pkg/CHRG-119hhrg59876/pdf/CHRG-119hhrg59876.pdf","684.2 KB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg59876/html/CHRG-119hhrg59876.htm","2.1 KB","","0 B","","0 B","","0 B"," ON WATER, WILDLIFE AND FISHERIES OF THE COMMITTEE ON NATURAL RESOURCES U.S. HOUSE OF REPRESENTATIVES ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION Tuesday, March 25, 2025 Serial No. 119–14 Printed for the use of the Committee on Natural Resources ( Available via the World Wide Web: http://www.govinfo.gov or Committee address: http://...","","2025-03-25"
"81","Congressional Hearings","CHRG-119hhrg58805","CHRG-119hhrg58805","Examining the Growth of the Welfare State, Part I","https://www.govinfo.gov/app/details/CHRG-119hhrg58805/CHRG-119hhrg58805","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58805/pdf/CHRG-119hhrg58805.pdf","204.3 KB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58805/html/CHRG-119hhrg58805.htm","98.8 KB","","0 B","","0 B","","0 B"," AND GOVERNMENT REFORM U.S. HOUSE OF REPRESENTATIVES ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION FEBRUARY 11, 2025 Serial No. 119-4 Printed for the use of the Committee on Oversight and Government Reform [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available on: govinfo.gov oversight.house.gov or docs.house.gov U.S. GOVERNMENT PUBLISHING OFFICE 58-...","","2025-02-11"
"82","Congressional Hearings","CHRG-119hhrg60837","CHRG-119hhrg60837","The Digital Battlefield: How On-Line Terrorists Use the Internet and On-Line Networks for Recruitment and Radicalization","https://www.govinfo.gov/app/details/CHRG-119hhrg60837/CHRG-119hhrg60837","https://www.govinfo.gov/content/pkg/CHRG-119hhrg60837/pdf/CHRG-119hhrg60837.pdf","312.2 KB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg60837/html/CHRG-119hhrg60837.htm","247.8 KB","","0 B","","0 B","","0 B"," ON COUNTERTERRORISM, LAW ENFORCEMENT, AND INTELLIGENCE OF THE COMMITTEE ON HOMELAND SECURITY HOUSE OF REPRESENTATIVES ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION MARCH 4, 2025 Serial No. 119-5 Printed for the use of the Committee on Homeland Security [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://...","","2025-03-04"
"83","Congressional Hearings","CHRG-119hhrg59557","CHRG-119hhrg59557","The Right to Self Defense","https://www.govinfo.gov/app/details/CHRG-119hhrg59557/CHRG-119hhrg59557","https://www.govinfo.gov/content/pkg/CHRG-119hhrg59557/pdf/CHRG-119hhrg59557.pdf","6.8 MB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg59557/html/CHRG-119hhrg59557.htm","123.5 KB","","0 B","","0 B","","0 B"," REPRESENTATIVES ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION TUESDAY, MARCH 4, 2025 Serial No. 119-9 Printed for the use of the Committee on the Judiciary [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via: http://judiciary.house.gov U.S. GOVERNMENT PUBLISHING OFFICE 59-577 WASHINGTON : 2025 COMMITTEE ON THE JUDICIARY JIM JORDAN, Ohio, Chair ...","","2025-03-04"
"84","Congressional Hearings","CHRG-119hhrg60508","CHRG-119hhrg60508","America Builds: A Review of Our Nation's Transit Policies and Programs","https://www.govinfo.gov/app/details/CHRG-119hhrg60508/CHRG-119hhrg60508","https://www.govinfo.gov/content/pkg/CHRG-119hhrg60508/pdf/CHRG-119hhrg60508.pdf","1.7 MB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg60508/html/CHRG-119hhrg60508.htm","354.9 KB","","0 B","","0 B","","0 B"," ON TRANSPORTATION AND INFRASTRUCTURE HOUSE OF REPRESENTATIVES ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION APRIL 9, 2025 Printed for the use of the Committee on Transportation and Infrastructure GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT Available online at: https://www.govinfo.gov/committee/house- transportation?path=/browsecommittee/chamber/...","","2025-04-09"
"85","Congressional Hearings","CHRG-119hhrg60362","CHRG-119hhrg60362","Conflict and Persecution in Nigeria: The Case for a Cpc Designation","https://www.govinfo.gov/app/details/CHRG-119hhrg60362/CHRG-119hhrg60362","https://www.govinfo.gov/content/pkg/CHRG-119hhrg60362/pdf/CHRG-119hhrg60362.pdf","19.3 MB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg60362/html/CHRG-119hhrg60362.htm","145.1 KB","","0 B","","0 B","","0 B",". HOUSE OF REPRESENTATIVES ONE HUNDRED EIGHTEENTH CONGRESS FIRST SESSION March 12, 2025 Serial No. 119-6 Printed for the use of the Committee on Foreign Affairs [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available: http://www.foreignaffairs.house.gov/, http://docs.house.gov, or http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 60-362 PDF ...","","2025-03-12"
"86","Congressional Hearings","CHRG-119hhrg58803","CHRG-119hhrg58803","Rightsizing Government","https://www.govinfo.gov/app/details/CHRG-119hhrg58803/CHRG-119hhrg58803","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58803/pdf/CHRG-119hhrg58803.pdf","339.5 KB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg58803/html/CHRG-119hhrg58803.htm","279.1 KB","","0 B","","0 B","","0 B","FIRST SESSION FEBRUARY 5, 2025 Serial No. 119-2 Printed for the use of the Committee on Oversight and Government Reform [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available on: govinfo.gov, oversight.house.gov or docs.house.gov U.S. GOVERNMENT PUBLISHING OFFICE 58-803 PDF WASHINGTON : 2025 COMMITTEE ON OVERSIGHT AND GOVERNMENT REFORM JAMES COMER, ...","","2025-02-05"
"87","Congressional Hearings","CHRG-119shrg59988","CHRG-119shrg59988","Making Washington Work for Seniors: Fighting to End Inflation and Achieve Fiscal Sanity","https://www.govinfo.gov/app/details/CHRG-119shrg59988/CHRG-119shrg59988","https://www.govinfo.gov/content/pkg/CHRG-119shrg59988/pdf/CHRG-119shrg59988.pdf","8.7 MB","https://www.govinfo.gov/content/pkg/CHRG-119shrg59988/html/CHRG-119shrg59988.htm","174.3 KB","","0 B","","0 B","","0 B","UNITED STATES SENATE ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION WASHINGTON, DC JANUARY 29, 2025 Serial No. 119-02 Printed for the use of the Special Committee on Aging GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 59-988 PDF WASHINGTON : 2025 SPECIAL ...","","2025-01-29"
"88","Congressional Hearings","CHRG-119hhrg60155","CHRG-119hhrg60155","Promoting and Improving Safety and Efficient Pipeline Infrastructure","https://www.govinfo.gov/app/details/CHRG-119hhrg60155/CHRG-119hhrg60155","https://www.govinfo.gov/content/pkg/CHRG-119hhrg60155/pdf/CHRG-119hhrg60155.pdf","673.7 KB","https://www.govinfo.gov/content/pkg/CHRG-119hhrg60155/html/CHRG-119hhrg60155.htm","285.5 KB","","0 B","","0 B","","0 B"," OF THE COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE HOUSE OF REPRESENTATIVES ONE HUNDRED NINETEENTH CONGRESS FIRST SESSION FEBRUARY 25, 2025 Printed for the use of the Committee on Transportation and Infrastructure [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available online at: https://www.govinfo.gov/committee/house- transportation?path=...","","2025-02-25"

"Search Terms","china"
"Total Count","88"
